Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
03-07-2022,17:40:00,6.17337,26.86287,14.4891,53.11099,35,0
03-07-2022,18:00:00,5.23816,17.20606,22.9923,39.73574,35,0
03-07-2022,18:20:00,5.44414,40.55549,12.15335,40.1903,34,0
03-07-2022,18:40:00,6.06968,40.94445,22.31486,51.21809,33,0
03-07-2022,19:00:00,5.4547,36.65582,11.87978,29.36428,32,0
03-07-2022,19:20:00,6.13507,20.19288,21.43288,38.35329,33,0
03-07-2022,19:40:00,6.51842,41.23678,17.26072,16.12472,34,0
03-07-2022,20:00:00,7.14491,37.22322,20.61803,44.91442,38,0
03-07-2022,20:20:00,6.43065,39.0616,13.98194,36.63748,40,0
03-07-2022,20:40:00,4.6631,29.71548,4.97283,38.76756,43,0
03-07-2022,21:00:00,4.63765,40.512,9.99292,45.97874,43,0
03-07-2022,21:20:00,6.09188,22.37465,5.78044,26.83084,44,0
03-07-2022,21:40:00,6.9611,35.64885,16.9758,30.16555,44,0
03-07-2022,22:00:00,7.23083,34.4056,20.52056,52.27421,44,0
03-07-2022,22:20:00,4.73441,26.35799,12.1646,18.67696,43,0
03-07-2022,22:40:00,4.74276,30.63213,10.85193,53.67909,42,0
03-07-2022,23:00:00,5.52341,33.38392,10.58253,23.36665,41,0
03-07-2022,23:20:00,5.56403,44.08165,23.87084,43.22164,40,0
03-07-2022,23:40:00,7.11652,38.71078,13.76139,46.84747,38,0
03-07-2022,00:00:00,5.50787,23.66014,9.34429,30.02613,37,0
03-07-2022,00:20:00,6.10746,40.89668,24.70065,55.73435,36,0
03-07-2022,00:40:00,6.26836,43.18809,6.89761,54.47021,35,0
03-07-2022,01:00:00,6.33469,22.84605,19.14872,44.34081,34,0
03-07-2022,01:20:00,7.37341,23.18741,11.99463,40.65788,33,0
03-07-2022,01:40:00,5.89749,43.20978,5.3522,15.93776,32,0
03-07-2022,02:00:00,4.62492,27.29268,13.94337,41.81423,32,0
03-07-2022,02:20:00,5.1095,18.90518,6.36299,51.1079,33,0
03-07-2022,02:40:00,5.39762,16.40707,21.9766,16.59014,35,0
03-07-2022,03:00:00,6.77628,16.72025,13.61112,39.6045,37,0
03-07-2022,03:20:00,7.11864,19.65249,20.43298,30.12566,39,0
03-07-2022,03:40:00,4.75913,42.83342,15.43579,16.56346,44,0
03-07-2022,04:00:00,7.33049,36.72027,15.59077,36.55297,44,0
03-07-2022,04:20:00,4.90102,20.54868,6.91746,57.9974,44,0
03-07-2022,04:40:00,4.72278,22.4669,22.77016,49.80651,45,0
03-07-2022,05:00:00,4.68984,22.02512,14.61762,42.76096,44,0
03-07-2022,05:20:00,6.27613,20.98321,15.21299,25.31638,43,0
03-07-2022,05:40:00,4.6318,26.90199,3.89655,28.59846,43,0
03-07-2022,06:00:00,5.65505,29.82435,15.97353,47.83976,41,0
03-07-2022,06:20:00,4.84065,16.47033,24.54901,36.93638,40,0
03-07-2022,06:40:00,4.85808,29.86786,12.96834,57.53796,39,0
03-07-2022,07:00:00,7.2338,15.29353,14.28901,44.6518,38,0
04-07-2022,07:20:00,6.95843,39.06192,19.79611,51.53848,38,0
04-07-2022,07:40:00,5.5514,39.82033,6.37826,44.06329,37,0
04-07-2022,08:00:00,5.40354,22.14419,8.4919,28.68456,36,0
04-07-2022,08:20:00,6.62889,37.74774,14.70432,56.53414,36,0
04-07-2022,08:40:00,6.26721,39.25482,6.33753,28.17885,35,0
04-07-2022,09:00:00,7.39933,39.13795,20.9465,29.35097,34,0
04-07-2022,09:20:00,4.58145,23.62383,19.34301,36.09616,33,0
04-07-2022,09:40:00,4.76551,26.23694,8.3645,15.52002,32,0
04-07-2022,10:00:00,5.98223,14.70121,14.00794,28.66668,33,0
04-07-2022,10:20:00,4.97383,27.23986,9.16038,53.24867,35,0
04-07-2022,10:40:00,6.67049,32.5538,10.13345,17.8086,37,0
04-07-2022,11:00:00,6.20967,24.42448,14.39332,53.53745,39,0
04-07-2022,11:20:00,6.60913,42.75579,10.18026,15.7176,41,0
04-07-2022,11:40:00,5.40928,41.3023,7.20029,50.86305,43,0
04-07-2022,12:00:00,5.19212,24.381,4.81678,40.69625,43,0
04-07-2022,12:20:00,5.41749,42.99792,17.64083,52.69576,44,0
04-07-2022,12:40:00,4.57295,17.90815,11.64125,39.60803,44,0
04-07-2022,13:00:00,6.16605,20.9433,17.99872,17.97276,43,0
04-07-2022,13:20:00,5.04762,24.87698,15.82817,48.65687,43,0
04-07-2022,13:40:00,5.81071,36.1109,20.69694,35.85539,41,0
04-07-2022,14:00:00,5.46154,40.98401,5.48205,18.4035,40,0
04-07-2022,14:20:00,6.43684,15.27241,5.36054,58.93292,38,0
04-07-2022,14:40:00,6.33096,36.55071,10.80289,29.97796,38,0
04-07-2022,15:00:00,5.71144,41.07073,6.17297,55.95303,38,0
04-07-2022,15:20:00,6.24727,32.26828,7.6152,29.05844,37,0
04-07-2022,15:40:00,5.92675,22.50174,8.91324,19.22767,37,0
04-07-2022,16:00:00,5.48964,28.98226,3.7042,25.63765,36,0
04-07-2022,16:20:00,6.1341,34.28624,17.75952,58.89522,34,0
04-07-2022,16:40:00,6.0869,24.79964,6.61725,55.37361,33,0
04-07-2022,17:00:00,5.12008,25.35671,25.06217,54.72261,33,0
04-07-2022,17:20:00,6.69377,15.56616,13.69934,49.80582,36,0
04-07-2022,17:40:00,5.96157,30.83576,9.59905,20.35686,37,0
04-07-2022,18:00:00,5.25239,22.7511,19.898,57.92136,39,0
04-07-2022,18:20:00,5.63493,15.96417,13.0453,52.18552,41,0
04-07-2022,18:40:00,7.04839,25.45651,19.25969,22.48922,43,0
04-07-2022,19:00:00,5.8761,25.74285,7.94202,40.13323,44,0
04-07-2022,19:20:00,6.87462,41.85784,23.71138,59.88751,44,0
04-07-2022,19:40:00,6.9632,24.54826,21.11411,39.67648,45,0
04-07-2022,20:00:00,6.83052,41.29421,17.25375,49.30539,44,0
04-07-2022,20:20:00,4.68972,37.83746,4.1917,57.3618,44,0
04-07-2022,20:40:00,6.76529,35.53444,18.66801,42.15726,43,0
04-07-2022,21:00:00,5.65312,15.98704,4.72335,32.20471,42,0
04-07-2022,21:20:00,6.74528,27.61672,20.38702,41.34828,40,0
04-07-2022,21:40:00,6.90714,31.54955,6.68337,48.15866,39,0
04-07-2022,22:00:00,5.20314,43.62792,8.34255,22.97368,38,0
04-07-2022,22:20:00,5.71047,39.58592,13.60851,33.19205,38,0
04-07-2022,22:40:00,7.08482,27.23632,9.91932,56.40045,37,0
04-07-2022,23:00:00,5.32794,18.6326,16.19927,24.04299,36,0
04-07-2022,23:20:00,5.40157,39.30072,18.9874,23.08662,36,0
04-07-2022,23:40:00,4.75323,36.97825,16.35753,40.82633,34,0
04-07-2022,00:00:00,4.95046,30.41441,20.56133,16.97236,33,0
04-07-2022,00:20:00,5.5637,36.73582,11.10852,58.77226,33,0
04-07-2022,00:40:00,6.41609,28.9915,10.93334,28.83416,34,0
04-07-2022,01:00:00,4.7572,19.19305,21.84658,18.32984,35,0
04-07-2022,01:20:00,6.34266,35.98024,8.56923,31.67693,36,0
04-07-2022,01:40:00,7.0303,16.23606,22.24113,49.48894,38,0
04-07-2022,02:00:00,5.43601,26.32063,7.02017,23.23015,39,0
04-07-2022,02:20:00,7.41733,19.17486,25.42346,36.17869,41,0
04-07-2022,02:40:00,6.01224,29.23073,20.29988,29.62704,43,0
04-07-2022,03:00:00,6.12293,30.56885,8.13192,26.00066,44,0
04-07-2022,03:20:00,7.44827,34.69591,22.15608,17.68322,43,0
04-07-2022,03:40:00,5.61279,42.6168,22.40207,35.02176,42,0
04-07-2022,04:00:00,7.4278,34.52378,25.32253,53.14432,41,0
04-07-2022,04:20:00,4.9056,19.16069,22.48166,34.31408,41,0
04-07-2022,04:40:00,7.41687,19.20844,24.3932,17.64083,41,0
04-07-2022,05:00:00,6.28905,28.31699,19.48486,17.19203,40,0
04-07-2022,05:20:00,5.25393,42.59901,12.91146,19.29587,40,0
04-07-2022,05:40:00,6.55782,15.89066,14.23796,38.99977,40,0
04-07-2022,06:00:00,6.60085,19.49429,8.57509,32.20998,39,0
04-07-2022,06:20:00,5.56789,23.37245,13.13213,43.93525,38,0
04-07-2022,06:40:00,6.46502,26.21211,24.0417,45.71854,34,0
04-07-2022,07:00:00,7.462,38.86693,8.98786,50.84964,33,0
05-07-2022,07:20:00,4.50603,36.3231,23.39023,17.20197,34,0
05-07-2022,07:40:00,5.3023,40.75024,6.18127,29.33014,36,0
05-07-2022,08:00:00,7.47685,38.30012,6.87833,30.69364,37,0
05-07-2022,08:20:00,7.37172,24.50982,23.49274,29.92473,39,0
05-07-2022,08:40:00,5.15654,35.67865,9.74667,47.10335,41,0
05-07-2022,09:00:00,5.55135,26.87114,21.2841,38.57887,43,0
05-07-2022,09:20:00,5.22611,19.92506,24.69781,52.81572,43,0
05-07-2022,09:40:00,5.86352,28.01633,21.97738,23.62824,44,0
05-07-2022,10:00:00,4.65257,42.18424,15.5205,51.88634,43,0
05-07-2022,10:20:00,6.59326,22.33098,5.39499,60.19944,42,0
05-07-2022,10:40:00,6.81646,26.34202,16.25906,41.27067,41,0
05-07-2022,11:00:00,7.26776,41.6959,11.29991,50.65736,40,0
05-07-2022,11:20:00,6.57038,23.43781,15.71265,41.84194,38,0
05-07-2022,11:40:00,5.62945,25.33629,25.19491,17.56024,38,0
05-07-2022,12:00:00,7.10699,21.32945,16.00576,56.88119,37,0
05-07-2022,12:20:00,4.93138,26.80831,4.21388,42.86205,36,0
05-07-2022,12:40:00,5.94278,24.41894,4.34041,34.02279,35,0
05-07-2022,13:00:00,6.02342,38.35647,13.67037,27.94778,35,0
05-07-2022,13:20:00,7.1206,25.46705,11.61313,29.65401,34,0
05-07-2022,13:40:00,6.82941,16.16311,17.20745,46.97363,34,0
05-07-2022,14:00:00,6.16746,42.87143,22.20696,49.8235,33,0
05-07-2022,14:20:00,4.57947,15.38793,21.62559,35.50925,32,0
05-07-2022,14:40:00,6.89094,39.44339,19.85385,27.79075,37,0
05-07-2022,15:00:00,7.1973,33.05514,14.85474,30.20079,39,0
05-07-2022,15:20:00,7.13537,16.34578,6.86605,54.38666,41,0
05-07-2022,15:40:00,6.39473,39.68054,14.08893,56.07883,43,0
05-07-2022,16:00:00,5.01761,33.71465,5.22945,60.06146,43,0
05-07-2022,16:20:00,6.93923,26.20188,13.60278,33.64736,44,0
05-07-2022,16:40:00,7.42885,43.91836,24.87489,21.24257,44,0
05-07-2022,17:00:00,5.03463,21.5979,13.29052,17.36357,43,0
05-07-2022,17:20:00,6.8006,39.93491,10.10818,57.00824,43,0
05-07-2022,17:40:00,6.03949,38.18223,4.8716,58.81031,42,0
05-07-2022,18:00:00,5.54372,40.5235,3.96038,21.99996,41,0
05-07-2022,18:20:00,7.35985,23.85821,10.9544,31.2693,40,0
05-07-2022,18:40:00,5.34642,33.35024,13.50124,17.84475,39,0
05-07-2022,19:00:00,5.74281,33.46359,21.78288,45.63082,38,0
05-07-2022,19:20:00,7.18249,35.83336,23.06985,36.83427,37,0
05-07-2022,19:40:00,6.71258,36.50756,9.43956,25.40252,36,0
05-07-2022,20:00:00,7.1656,33.74881,11.28831,40.47081,35,0
05-07-2022,20:20:00,4.95695,38.60159,25.19304,26.18612,35,0
05-07-2022,20:40:00,5.58054,37.37001,15.0001,46.21068,34,0
05-07-2022,21:00:00,5.13179,21.9905,17.63773,48.06009,33,0
05-07-2022,21:20:00,6.27651,16.61159,17.65451,30.44035,32,0
05-07-2022,21:40:00,6.01644,38.53588,11.75278,42.52797,34,0
05-07-2022,22:00:00,5.64691,14.61612,7.33939,41.95799,35,0
05-07-2022,22:20:00,5.21601,18.46322,8.0634,28.93272,37,0
05-07-2022,22:40:00,5.27535,29.80951,21.90499,31.65958,39,0
05-07-2022,23:00:00,4.67004,36.88985,13.84719,52.30088,41,0
05-07-2022,23:20:00,5.6811,30.57578,12.09304,36.48878,43,0
05-07-2022,23:40:00,6.76256,40.81378,15.70552,44.75164,43,0
05-07-2022,00:00:00,5.1699,16.08152,11.89603,46.291,43,0
05-07-2022,00:20:00,5.0383,21.6234,19.47475,20.81948,44,0
05-07-2022,00:40:00,7.14339,39.31181,16.11569,25.34491,43,0
05-07-2022,01:00:00,6.17626,17.22265,23.63167,31.53941,43,0
05-07-2022,01:20:00,6.40572,20.50081,19.90073,40.3754,42,0
05-07-2022,01:40:00,5.37698,18.77514,11.7691,29.76093,41,0
05-07-2022,02:00:00,7.04396,29.03968,10.64571,20.90045,39,0
05-07-2022,02:20:00,7.25212,19.0859,4.85241,48.38945,38,0
05-07-2022,02:40:00,5.65396,24.8217,11.51137,26.94041,37,0
05-07-2022,03:00:00,6.00371,40.72265,12.53519,58.3821,37,0
05-07-2022,03:20:00,7.13527,37.11226,18.8728,35.77568,36,0
05-07-2022,03:40:00,5.11589,28.96834,15.53369,43.09906,35,0
05-07-2022,04:00:00,5.93855,37.18481,8.07436,33.96908,35,0
05-07-2022,04:20:00,5.677,29.1989,5.11531,41.25683,35,0
05-07-2022,04:40:00,5.28675,23.8906,14.35217,52.91794,34,0
05-07-2022,05:00:00,6.86572,22.4893,19.60323,20.47502,34,0
05-07-2022,05:20:00,5.87333,14.8069,4.82915,45.40959,33,0
05-07-2022,05:40:00,6.93409,25.43766,10.8485,19.19769,34,0
05-07-2022,06:00:00,6.35258,35.92333,5.28443,32.77677,35,0
05-07-2022,06:20:00,6.95002,20.90858,19.61596,32.11566,36,0
05-07-2022,06:40:00,5.37673,39.96238,23.3253,19.8555,39,0
05-07-2022,07:00:00,5.32392,22.68676,10.50292,29.19245,41,0
06-07-2022,07:20:00,5.7236,36.77234,18.46996,34.55884,44,0
06-07-2022,07:40:00,4.87637,15.29769,4.59729,44.54604,45,0
06-07-2022,08:00:00,4.92296,37.63402,25.31628,56.39017,45,0
06-07-2022,08:20:00,6.3797,21.70781,3.8621,44.46938,46,0
06-07-2022,08:40:00,7.34181,35.08249,18.74485,46.11989,45,0
06-07-2022,09:00:00,5.9917,35.8961,12.52362,23.32634,44,0
06-07-2022,09:20:00,4.76993,37.48668,12.35308,54.86259,43,0
06-07-2022,09:40:00,5.82056,41.5334,23.92299,35.30072,41,0
06-07-2022,10:00:00,5.8419,37.86851,16.32521,50.52006,40,0
06-07-2022,10:20:00,6.26308,20.8251,4.37283,20.63793,38,0
06-07-2022,10:40:00,6.33968,17.82032,9.60895,28.82495,37,0
06-07-2022,11:00:00,6.03076,25.11677,13.06262,36.33627,36,0
06-07-2022,11:20:00,5.41107,19.93159,4.66494,18.80371,35,0
06-07-2022,11:40:00,4.87293,18.88256,7.03259,52.26165,35,0
06-07-2022,12:00:00,5.8136,35.09376,6.53174,41.75066,34,0
06-07-2022,12:20:00,6.8427,38.74154,5.2119,59.69571,33,0
06-07-2022,12:40:00,6.03625,31.64183,8.5407,53.90755,33,0
06-07-2022,13:00:00,6.20743,41.15438,19.16664,45.00519,34,0
06-07-2022,13:20:00,6.6239,27.02631,14.50682,41.08491,35,0
06-07-2022,13:40:00,5.86175,44.98248,15.80262,16.04422,36,0
06-07-2022,14:00:00,4.97093,45.0813,14.64492,56.64706,37,0
06-07-2022,14:20:00,5.18215,25.65662,14.44686,22.00125,39,0
06-07-2022,14:40:00,6.49629,22.94498,12.72266,43.53828,41,0
06-07-2022,15:00:00,6.22686,34.32997,5.02212,55.5931,42,0
06-07-2022,15:20:00,5.92894,22.93325,9.6639,49.30415,43,0
06-07-2022,15:40:00,5.24543,22.81487,20.9558,46.42449,44,0
06-07-2022,16:00:00,6.59615,45.44773,17.10967,54.14215,43,0
06-07-2022,16:20:00,7.34121,33.9726,8.90838,49.04472,43,0
06-07-2022,16:40:00,4.6048,29.89815,24.05143,23.46111,43,0
06-07-2022,17:00:00,4.7775,14.75244,10.56192,51.74575,41,0
06-07-2022,17:20:00,6.51388,41.75791,5.43231,56.31825,39,0
06-07-2022,17:40:00,4.6001,19.65569,11.10736,18.83453,37,0
06-07-2022,18:00:00,4.97021,32.34881,16.29006,59.69756,36,0
06-07-2022,18:20:00,5.45102,18.91101,13.19409,15.67205,36,0
06-07-2022,18:40:00,6.62235,43.63867,3.66487,54.7404,35,0
06-07-2022,19:00:00,5.45009,33.44778,14.66212,58.25868,35,0
06-07-2022,19:20:00,6.33552,24.07695,14.37976,28.75135,34,0
06-07-2022,19:40:00,5.84764,32.45144,17.49993,40.45445,33,0
06-07-2022,20:00:00,5.80167,38.25931,5.85928,20.11921,32,0
06-07-2022,20:20:00,6.63843,35.2048,7.99351,33.05824,34,0
06-07-2022,20:40:00,4.90928,19.22124,25.33007,30.43957,35,0
06-07-2022,21:00:00,6.50767,30.89879,14.8514,32.92711,36,0
06-07-2022,21:20:00,6.73688,41.90013,20.8374,29.20867,38,0
06-07-2022,21:40:00,5.74114,35.25638,5.56346,50.36448,40,0
06-07-2022,22:00:00,5.9997,34.69614,10.70658,30.13997,42,0
06-07-2022,22:20:00,4.90676,36.27784,6.04673,38.62634,42,0
06-07-2022,22:40:00,6.99494,28.74719,18.03373,53.10935,42,0
06-07-2022,23:00:00,6.55764,37.58531,23.00048,52.25202,42,0
06-07-2022,23:20:00,6.6596,24.83289,5.61664,42.02366,42,0
06-07-2022,23:40:00,7.46235,43.86082,19.50894,18.43073,42,0
06-07-2022,00:00:00,6.58664,42.70114,10.5674,30.48056,42,0
06-07-2022,00:20:00,4.88395,22.76973,18.99429,34.39687,41,0
06-07-2022,00:40:00,5.16619,20.24481,14.63984,45.94397,40,0
06-07-2022,01:00:00,6.08919,29.35731,23.14396,19.11745,38,0
06-07-2022,01:20:00,5.89181,45.34784,12.55197,25.41286,38,0
06-07-2022,01:40:00,4.88157,38.80046,17.82164,55.36586,37,0
06-07-2022,02:00:00,6.48087,18.59058,5.93689,23.86886,36,0
06-07-2022,02:20:00,4.69363,19.66839,11.16647,45.22242,36,0
06-07-2022,02:40:00,6.71125,22.89304,20.16624,25.97305,34,0
06-07-2022,03:00:00,6.73756,23.8979,6.66084,58.02681,34,0
06-07-2022,03:20:00,6.97626,23.5006,11.65284,16.0184,33,0
06-07-2022,03:40:00,7.16837,18.32143,7.71041,37.38167,32,0
06-07-2022,04:00:00,6.20684,25.77587,16.30337,45.40433,33,0
06-07-2022,04:20:00,4.81002,33.98467,9.1738,25.14476,35,0
06-07-2022,04:40:00,6.54012,25.72081,5.01065,32.63505,36,0
06-07-2022,05:00:00,5.91221,16.35928,14.40086,56.8394,38,0
06-07-2022,05:20:00,4.71687,17.34528,8.40912,26.54034,40,0
06-07-2022,05:40:00,4.80685,30.52211,20.73533,43.32283,42,0
06-07-2022,06:00:00,5.40133,42.44031,22.01155,42.25689,43,0
06-07-2022,06:20:00,5.90403,34.74331,20.64193,50.91882,43,0
06-07-2022,06:40:00,5.12129,19.77984,20.19407,35.09106,43,0
06-07-2022,07:00:00,5.16115,45.40043,22.77981,32.71243,43,0
07-07-2022,07:20:00,4.73785,41.78197,23.15087,32.27384,42,0
07-07-2022,07:40:00,7.3928,37.65481,10.68824,52.60853,42,0
07-07-2022,08:00:00,6.681,20.71795,17.38751,17.48568,40,0
07-07-2022,08:20:00,6.65244,41.86718,7.03492,21.63001,39,0
07-07-2022,08:40:00,4.70016,20.53607,19.05105,55.81103,37,0
07-07-2022,09:00:00,5.33076,31.86481,7.24857,48.26003,36,0
07-07-2022,09:20:00,6.87295,44.33692,9.29535,24.78315,35,0
07-07-2022,09:40:00,5.94232,29.52781,25.44192,45.34015,34,0
07-07-2022,10:00:00,5.78192,43.31321,20.73839,21.55678,34,0
07-07-2022,10:20:00,5.24762,30.87791,7.42825,34.65592,34,0
07-07-2022,10:40:00,7.0301,38.44396,3.68029,48.92536,33,0
07-07-2022,11:00:00,6.57265,29.45685,12.81661,33.2431,33,0
07-07-2022,11:20:00,6.21547,37.2875,12.71235,19.80594,32,0
07-07-2022,11:40:00,5.54833,33.51274,22.25015,42.05597,31,0
07-07-2022,12:00:00,6.40162,40.39345,12.32357,23.3226,32,0
07-07-2022,12:20:00,4.63246,30.46222,4.81601,43.15393,34,0
07-07-2022,12:40:00,6.69049,42.85027,9.05619,38.3072,35,0
07-07-2022,13:00:00,4.80449,22.54474,6.17876,22.02511,37,0
07-07-2022,13:20:00,7.31686,24.56854,14.72093,16.72756,39,0
07-07-2022,13:40:00,5.92565,43.14624,6.42538,47.44633,41,0
07-07-2022,14:00:00,7.16562,24.88386,12.75931,44.35021,41,0
07-07-2022,14:20:00,5.03615,31.18891,23.12034,20.56991,41,0
07-07-2022,14:40:00,6.5388,33.1634,10.07461,33.49492,40,0
07-07-2022,15:00:00,6.71342,42.30429,20.97563,23.28787,40,0
07-07-2022,15:20:00,4.62993,28.60897,7.405,27.16762,40,0
07-07-2022,15:40:00,6.77626,34.28055,11.97378,42.44591,40,0
07-07-2022,16:00:00,6.23616,33.84843,19.4115,22.142,39,0
07-07-2022,16:20:00,7.36421,40.43116,16.23211,60.4467,39,0
07-07-2022,16:40:00,7.40645,30.88518,21.10049,26.484,38,0
07-07-2022,17:00:00,6.30664,25.76899,17.00221,31.90588,38,0
07-07-2022,17:20:00,7.36792,38.18908,13.63398,43.56041,38,0
07-07-2022,17:40:00,4.91748,43.38618,22.25309,54.31532,37,0
07-07-2022,18:00:00,6.41153,21.56739,10.25273,59.89882,36,0
07-07-2022,18:20:00,4.9535,23.15622,11.81529,43.20946,36,0
07-07-2022,18:40:00,7.02734,43.0516,9.58755,46.92721,34,0
07-07-2022,19:00:00,4.55239,24.92363,21.03723,44.24985,33,0
07-07-2022,19:20:00,5.24503,16.97413,18.91034,35.81669,32,0
07-07-2022,19:40:00,7.11695,17.89341,7.52988,50.64346,33,0
07-07-2022,20:00:00,5.89004,39.68383,20.02532,36.70413,34,0
07-07-2022,20:20:00,6.6309,29.31306,18.05194,56.63882,35,0
07-07-2022,20:40:00,5.09256,16.17708,12.57477,41.71962,35,0
07-07-2022,21:00:00,6.41697,36.90136,11.97412,55.44096,35,0
07-07-2022,21:20:00,5.56225,36.9733,17.76897,33.37142,35,0
07-07-2022,21:40:00,5.17552,17.27374,17.2742,24.98156,35,0
07-07-2022,22:00:00,5.9921,34.78609,14.22558,29.36626,35,0
07-07-2022,22:20:00,4.88119,39.5257,22.58213,23.62136,35,0
07-07-2022,22:40:00,5.59795,37.11393,13.83537,50.71153,35,0
07-07-2022,23:00:00,4.58192,44.32979,16.99307,22.03586,35,0
07-07-2022,23:20:00,5.14055,29.91965,16.77232,35.51726,35,0
07-07-2022,23:40:00,7.05092,24.48222,12.0177,24.63511,35,0
07-07-2022,00:00:00,7.2073,44.64343,10.37072,52.67611,35,0
07-07-2022,00:20:00,7.11198,16.32121,14.64868,42.77369,36,0
07-07-2022,00:40:00,7.45145,17.41828,17.69711,37.91788,36,0
07-07-2022,01:00:00,5.25049,44.24678,7.20631,46.01915,35,0
07-07-2022,01:20:00,6.77612,18.71776,4.6227,52.61335,35,0
07-07-2022,01:40:00,6.39113,37.24608,13.4543,46.22478,34,0
07-07-2022,02:00:00,5.68831,26.01576,15.53044,25.07992,34,0
07-07-2022,02:20:00,4.74468,33.48601,19.94781,52.98647,33,0
07-07-2022,02:40:00,5.85765,19.79838,4.76374,26.83104,32,0
07-07-2022,03:00:00,5.32918,19.54682,4.4458,32.03169,32,0
07-07-2022,03:20:00,5.52898,34.13712,7.04644,43.18259,32,0
07-07-2022,03:40:00,4.91674,42.91292,21.09307,28.92938,32,0
07-07-2022,04:00:00,5.74426,43.36831,5.3705,44.2772,33,0
07-07-2022,04:20:00,6.4315,34.03921,15.67154,26.22187,33,0
07-07-2022,04:40:00,5.29765,27.58189,13.07822,35.6433,33,0
07-07-2022,05:00:00,6.76863,38.72593,18.6934,31.80227,33,0
07-07-2022,05:20:00,6.79268,34.80471,21.73569,20.14804,33,0
07-07-2022,05:40:00,6.00422,44.28877,13.42639,48.5792,33,0
07-07-2022,06:00:00,6.51254,16.23079,10.63177,24.03269,33,0
07-07-2022,06:20:00,4.67871,25.85477,10.58176,22.32931,33,0
07-07-2022,06:40:00,5.42344,18.33887,22.99383,53.48451,33,0
07-07-2022,07:00:00,4.9082,31.48903,5.02986,41.79521,33,0
08-07-2022,07:20:00,6.20269,32.01201,24.14926,49.71505,34,0
08-07-2022,07:40:00,6.29854,39.66006,5.1822,58.70117,34,0
08-07-2022,08:00:00,5.89453,26.50198,6.63136,46.7827,34,0
08-07-2022,08:20:00,7.31075,27.60686,12.68398,35.44451,34,0
08-07-2022,08:40:00,7.18616,38.04819,14.0824,55.13414,34,0
08-07-2022,09:00:00,6.1522,45.13634,12.5152,21.03756,34,0
08-07-2022,09:20:00,5.36681,43.0698,6.29758,32.72669,33,0
08-07-2022,09:40:00,5.26967,18.90912,3.81626,34.07181,33,0
08-07-2022,10:00:00,4.82397,15.65924,24.91155,41.19557,32,0
08-07-2022,10:20:00,6.00143,26.40258,4.90021,17.72286,32,0
08-07-2022,10:40:00,5.90778,35.53277,21.63124,47.84936,33,0
08-07-2022,11:00:00,6.99018,29.52246,11.8964,46.00321,35,0
08-07-2022,11:20:00,6.40083,41.48779,3.89874,52.24856,36,0
08-07-2022,11:40:00,5.79363,35.79964,5.33881,22.57504,37,0
08-07-2022,12:00:00,5.89827,14.53477,15.94956,59.58647,39,0
08-07-2022,12:20:00,6.3623,19.02907,6.92107,45.19586,40,0
08-07-2022,12:40:00,7.26949,17.93247,20.02863,51.92664,41,0
08-07-2022,13:00:00,5.40606,24.3229,9.30154,32.33813,41,0
08-07-2022,13:20:00,4.76465,25.23985,25.03534,50.10228,41,0
08-07-2022,13:40:00,5.05136,30.6706,15.81039,59.96116,41,0
08-07-2022,14:00:00,7.05016,17.70852,24.25812,15.81985,41,0
08-07-2022,14:20:00,5.33619,22.61048,17.81095,43.71744,41,0
08-07-2022,14:40:00,5.26869,40.7405,21.01474,48.65202,39,0
08-07-2022,15:00:00,7.22721,43.85957,24.19103,44.26652,38,0
08-07-2022,15:20:00,5.3876,18.53023,12.50306,34.30079,37,0
08-07-2022,15:40:00,5.6822,35.08494,15.60603,30.15673,36,0
08-07-2022,16:00:00,4.74062,44.00477,20.83349,51.48297,36,0
08-07-2022,16:20:00,4.52171,45.4584,16.9675,31.90508,35,0
08-07-2022,16:40:00,7.10533,19.98179,6.9621,57.75059,34,0
08-07-2022,17:00:00,7.497,30.6783,9.18347,50.71256,33,0
08-07-2022,17:20:00,6.96268,30.58162,14.06163,42.04012,32,0
08-07-2022,17:40:00,6.46442,26.50312,19.34765,56.42052,32,0
08-07-2022,18:00:00,6.47362,39.29608,11.69839,24.3414,31,0
08-07-2022,18:20:00,5.42129,18.93975,22.94905,47.94857,31,0
08-07-2022,18:40:00,7.1527,20.8494,16.48214,54.93437,32,0
08-07-2022,19:00:00,6.7503,42.64261,13.21878,38.55555,34,0
08-07-2022,19:20:00,6.18351,41.74397,7.90432,25.89256,36,0
08-07-2022,19:40:00,5.56068,33.83492,13.85423,19.92945,36,0
08-07-2022,20:00:00,6.93258,31.03014,24.88361,51.12698,37,0
08-07-2022,20:20:00,5.79477,30.70587,8.83999,22.29042,37,0
08-07-2022,20:40:00,6.31422,38.46761,22.09468,31.16283,39,0
08-07-2022,21:00:00,6.54625,32.35171,17.12065,28.55472,40,0
08-07-2022,21:20:00,6.58867,25.59581,22.45403,42.6272,41,0
08-07-2022,21:40:00,4.69119,31.89577,25.18706,56.49033,40,0
08-07-2022,22:00:00,6.74212,15.65629,21.06987,27.14018,38,0
08-07-2022,22:20:00,5.04012,28.12792,11.25456,55.12704,36,0
08-07-2022,22:40:00,6.73418,37.2551,21.3757,29.56434,36,0
08-07-2022,23:00:00,4.89828,30.81884,11.63814,27.37219,35,0
