,Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
11094,05-07-2022,10:00:00,4.65257,42.18424,15.5205,51.88634,43,0
11097,05-07-2022,11:00:00,7.26776,41.6959,11.29991,50.65736,40,0
11100,05-07-2022,12:00:00,7.10699,21.32945,16.00576,56.88119,37,0
11103,05-07-2022,13:00:00,6.02342,38.35647,13.67037,27.94778,35,0
11106,05-07-2022,14:00:00,6.16746,42.87143,22.20696,49.8235,33,0
11109,05-07-2022,15:00:00,7.1973,33.05514,14.85474,30.20079,39,0
11112,05-07-2022,16:00:00,5.01761,33.71465,5.22945,60.06146,43,0
11115,05-07-2022,17:00:00,5.03463,21.5979,13.29052,17.36357,43,0
11118,05-07-2022,18:00:00,5.54372,40.5235,3.96038,21.99996,41,0
11121,05-07-2022,19:00:00,5.74281,33.46359,21.78288,45.63082,38,0
11124,05-07-2022,20:00:00,7.1656,33.74881,11.28831,40.47081,35,0
11127,05-07-2022,21:00:00,5.13179,21.9905,17.63773,48.06009,33,0
11130,05-07-2022,22:00:00,5.64691,14.61612,7.33939,41.95799,35,0
11133,05-07-2022,23:00:00,4.67004,36.88985,13.84719,52.30088,41,0
11136,05-07-2022,00:00:00,5.1699,16.08152,11.89603,46.291,43,0
11139,05-07-2022,01:00:00,6.17626,17.22265,23.63167,31.53941,43,0
11142,05-07-2022,02:00:00,7.04396,29.03968,10.64571,20.90045,39,0
11145,05-07-2022,03:00:00,6.00371,40.72265,12.53519,58.3821,37,0
11148,05-07-2022,04:00:00,5.93855,37.18481,8.07436,33.96908,35,0
11151,05-07-2022,05:00:00,6.86572,22.4893,19.60323,20.47502,34,0
11154,05-07-2022,06:00:00,6.35258,35.92333,5.28443,32.77677,35,0
11157,05-07-2022,07:00:00,5.32392,22.68676,10.50292,29.19245,41,0
11160,06-07-2022,08:00:00,4.92296,37.63402,25.31628,56.39017,45,0
11163,06-07-2022,09:00:00,5.9917,35.8961,12.52362,23.32634,44,0
11166,06-07-2022,10:00:00,5.8419,37.86851,16.32521,50.52006,40,0
11169,06-07-2022,11:00:00,6.03076,25.11677,13.06262,36.33627,36,0
11172,06-07-2022,12:00:00,5.8136,35.09376,6.53174,41.75066,34,0
11175,06-07-2022,13:00:00,6.20743,41.15438,19.16664,45.00519,34,0
11178,06-07-2022,14:00:00,4.97093,45.0813,14.64492,56.64706,37,0
11181,06-07-2022,15:00:00,6.22686,34.32997,5.02212,55.5931,42,0
11184,06-07-2022,16:00:00,6.59615,45.44773,17.10967,54.14215,43,0
11187,06-07-2022,17:00:00,4.7775,14.75244,10.56192,51.74575,41,0
11190,06-07-2022,18:00:00,4.97021,32.34881,16.29006,59.69756,36,0
11193,06-07-2022,19:00:00,5.45009,33.44778,14.66212,58.25868,35,0
11196,06-07-2022,20:00:00,5.80167,38.25931,5.85928,20.11921,32,0
11199,06-07-2022,21:00:00,6.50767,30.89879,14.8514,32.92711,36,0
11202,06-07-2022,22:00:00,5.9997,34.69614,10.70658,30.13997,42,0
11205,06-07-2022,23:00:00,6.55764,37.58531,23.00048,52.25202,42,0
11208,06-07-2022,00:00:00,6.58664,42.70114,10.5674,30.48056,42,0
11211,06-07-2022,01:00:00,6.08919,29.35731,23.14396,19.11745,38,0
11214,06-07-2022,02:00:00,6.48087,18.59058,5.93689,23.86886,36,0
11217,06-07-2022,03:00:00,6.73756,23.8979,6.66084,58.02681,34,0
11220,06-07-2022,04:00:00,6.20684,25.77587,16.30337,45.40433,33,0
11223,06-07-2022,05:00:00,5.91221,16.35928,14.40086,56.8394,38,0
11226,06-07-2022,06:00:00,5.40133,42.44031,22.01155,42.25689,43,0
11229,06-07-2022,07:00:00,5.16115,45.40043,22.77981,32.71243,43,0
11232,07-07-2022,08:00:00,6.681,20.71795,17.38751,17.48568,40,0
11235,07-07-2022,09:00:00,5.33076,31.86481,7.24857,48.26003,36,0
11238,07-07-2022,10:00:00,5.78192,43.31321,20.73839,21.55678,34,0
11241,07-07-2022,11:00:00,6.57265,29.45685,12.81661,33.2431,33,0
11244,07-07-2022,12:00:00,6.40162,40.39345,12.32357,23.3226,32,0
11247,07-07-2022,13:00:00,4.80449,22.54474,6.17876,22.02511,37,0
11250,07-07-2022,14:00:00,7.16562,24.88386,12.75931,44.35021,41,0
11253,07-07-2022,15:00:00,6.71342,42.30429,20.97563,23.28787,40,0
11256,07-07-2022,16:00:00,6.23616,33.84843,19.4115,22.142,39,0
11259,07-07-2022,17:00:00,6.30664,25.76899,17.00221,31.90588,38,0
11262,07-07-2022,18:00:00,6.41153,21.56739,10.25273,59.89882,36,0
11265,07-07-2022,19:00:00,4.55239,24.92363,21.03723,44.24985,33,0
11268,07-07-2022,20:00:00,5.89004,39.68383,20.02532,36.70413,34,0
11271,07-07-2022,21:00:00,6.41697,36.90136,11.97412,55.44096,35,0
11274,07-07-2022,22:00:00,5.9921,34.78609,14.22558,29.36626,35,0
11277,07-07-2022,23:00:00,4.58192,44.32979,16.99307,22.03586,35,0
11280,07-07-2022,00:00:00,7.2073,44.64343,10.37072,52.67611,35,0
11283,07-07-2022,01:00:00,5.25049,44.24678,7.20631,46.01915,35,0
11286,07-07-2022,02:00:00,5.68831,26.01576,15.53044,25.07992,34,0
11289,07-07-2022,03:00:00,5.32918,19.54682,4.4458,32.03169,32,0
11292,07-07-2022,04:00:00,5.74426,43.36831,5.3705,44.2772,33,0
11295,07-07-2022,05:00:00,6.76863,38.72593,18.6934,31.80227,33,0
11298,07-07-2022,06:00:00,6.51254,16.23079,10.63177,24.03269,33,0
11301,07-07-2022,07:00:00,4.9082,31.48903,5.02986,41.79521,33,0
11304,08-07-2022,08:00:00,5.89453,26.50198,6.63136,46.7827,34,0
11307,08-07-2022,09:00:00,6.1522,45.13634,12.5152,21.03756,34,0
11310,08-07-2022,10:00:00,4.82397,15.65924,24.91155,41.19557,32,0
11313,08-07-2022,11:00:00,6.99018,29.52246,11.8964,46.00321,35,0
11316,08-07-2022,12:00:00,5.89827,14.53477,15.94956,59.58647,39,0
11319,08-07-2022,13:00:00,5.40606,24.3229,9.30154,32.33813,41,0
11322,08-07-2022,14:00:00,7.05016,17.70852,24.25812,15.81985,41,0
11325,08-07-2022,15:00:00,7.22721,43.85957,24.19103,44.26652,38,0
11328,08-07-2022,16:00:00,4.74062,44.00477,20.83349,51.48297,36,0
11331,08-07-2022,17:00:00,7.497,30.6783,9.18347,50.71256,33,0
11334,08-07-2022,18:00:00,6.47362,39.29608,11.69839,24.3414,31,0
11337,08-07-2022,19:00:00,6.7503,42.64261,13.21878,38.55555,34,0
11340,08-07-2022,20:00:00,6.93258,31.03014,24.88361,51.12698,37,0
11343,08-07-2022,21:00:00,6.54625,32.35171,17.12065,28.55472,40,0
11346,08-07-2022,22:00:00,6.74212,15.65629,21.06987,27.14018,38,0
11349,08-07-2022,23:00:00,4.89828,30.81884,11.63814,27.37219,35,0
11352,08-07-2022,00:00:00,4.73582,32.40758,13.16863,35.68146,34,0
11355,08-07-2022,01:00:00,7.41922,15.13028,24.60879,29.01618,33,0
11358,08-07-2022,02:00:00,7.45286,43.91677,23.60453,46.09257,38,0
11361,08-07-2022,03:00:00,6.94536,31.53688,7.83858,44.18665,41,0
11364,08-07-2022,04:00:00,5.79041,39.06556,15.19435,56.73153,41,0
11367,08-07-2022,05:00:00,5.56623,36.03469,7.13823,47.02113,40,0
11370,08-07-2022,06:00:00,5.17988,39.54326,5.89561,47.53249,38,0
11373,08-07-2022,07:00:00,5.3753,23.53514,9.71729,21.96059,35,0
11376,09-07-2022,08:00:00,7.30114,26.41491,11.96361,24.27882,34,0
11379,09-07-2022,09:00:00,4.51428,22.45887,16.76813,58.4543,38,0
11382,09-07-2022,10:00:00,5.25262,29.63956,18.8211,56.16815,42,0
11385,09-07-2022,11:00:00,6.24935,32.31886,19.66924,54.78714,41,0
11388,09-07-2022,12:00:00,6.33419,41.65989,12.97304,34.03199,39,0
11391,09-07-2022,13:00:00,4.67325,43.56642,7.40633,16.78172,36,0
11394,09-07-2022,14:00:00,6.5713,26.61975,20.75212,20.43699,35,0
11397,09-07-2022,15:00:00,6.55922,21.5087,15.42768,59.56889,33,0
11400,09-07-2022,16:00:00,7.45491,34.90776,16.67439,29.12883,38,0
11403,09-07-2022,17:00:00,7.2994,23.99042,18.41068,24.78489,43,0
11406,09-07-2022,18:00:00,6.15845,38.90649,15.84505,35.94166,42,0
11409,09-07-2022,19:00:00,6.78815,37.71736,6.48628,45.71482,42,0
11412,09-07-2022,20:00:00,7.31469,30.07665,24.59023,52.73158,38,0
11415,09-07-2022,21:00:00,5.90987,22.97015,8.81159,57.82525,36,0
11418,09-07-2022,22:00:00,5.28367,33.87256,23.75483,57.17433,35,0
11421,09-07-2022,23:00:00,5.77439,34.38173,19.2486,20.54117,35,0
11424,09-07-2022,00:00:00,4.83707,36.48629,20.79702,22.27002,40,0
11427,09-07-2022,01:00:00,4.97111,27.47207,10.87633,36.32641,43,0
11430,09-07-2022,02:00:00,6.84642,21.48369,22.79704,44.5348,42,0
11433,09-07-2022,03:00:00,5.98475,23.49177,22.3058,57.62484,40,0
11436,09-07-2022,04:00:00,5.00938,32.90275,5.55374,16.03847,38,0
11439,09-07-2022,05:00:00,4.78366,22.83416,16.8405,56.31728,36,0
11442,09-07-2022,06:00:00,4.96478,19.13099,19.97111,26.34885,31,0
11445,09-07-2022,07:00:00,6.69705,41.53729,23.97964,56.52528,36,0
11448,10-07-2022,08:00:00,7.47892,39.48275,9.36739,32.16692,41,0
11451,10-07-2022,09:00:00,7.29876,42.14895,8.24604,43.57216,41,0
11454,10-07-2022,10:00:00,5.41152,21.5975,5.38575,42.52612,40,0
11457,10-07-2022,11:00:00,6.7642,40.32204,4.37427,32.498,37,0
11460,10-07-2022,12:00:00,6.1252,20.17641,7.60421,35.13052,34,0
11463,10-07-2022,13:00:00,4.8589,44.45155,13.97612,18.11868,32,0
11466,10-07-2022,14:00:00,5.31212,36.1485,16.73086,51.6141,35,0
11469,10-07-2022,15:00:00,5.12571,21.06185,11.65519,43.80602,41,0
11472,10-07-2022,16:00:00,5.64619,18.3326,12.76814,42.49831,40,0
11475,10-07-2022,17:00:00,6.02329,28.79793,10.56974,38.92756,39,0
11478,10-07-2022,18:00:00,6.01859,44.70406,19.61078,26.0206,35,0
11481,10-07-2022,19:00:00,5.60902,45.38675,6.12285,17.10781,33,0
11484,10-07-2022,20:00:00,4.74152,24.79458,15.80488,45.11635,31,0
11487,10-07-2022,21:00:00,5.97435,37.37625,6.11564,40.17435,33,0
11490,10-07-2022,22:00:00,6.73788,31.49362,24.51019,28.60949,38,0
11493,10-07-2022,23:00:00,6.4242,43.67153,11.1417,58.90369,40,0
11496,10-07-2022,00:00:00,5.52112,26.66579,21.39559,42.90587,40,0
11499,10-07-2022,01:00:00,6.3111,21.75765,4.16168,52.0496,38,0
11502,10-07-2022,02:00:00,6.55538,36.58349,18.13949,31.79409,35,0
11505,10-07-2022,03:00:00,4.94948,45.21523,5.54324,38.35382,33,0
11508,10-07-2022,04:00:00,4.89077,20.41019,8.66267,18.6204,32,0
11511,10-07-2022,05:00:00,6.81891,44.257,19.10306,51.65964,34,0
11514,10-07-2022,06:00:00,4.74453,24.08942,6.40397,51.4129,38,0
11517,10-07-2022,07:00:00,5.58053,45.13556,22.33568,47.65719,41,0
11520,11-07-2022,08:00:00,6.68201,41.16819,24.77194,30.45266,39,0
11523,11-07-2022,09:00:00,6.31875,28.17165,4.46614,35.57145,37,0
11526,11-07-2022,10:00:00,7.29341,39.7425,13.35911,30.90778,35,0
11529,11-07-2022,11:00:00,5.24991,18.34649,5.11916,52.77937,31,0
11532,11-07-2022,12:00:00,6.58859,44.37639,18.54919,38.06275,33,0
11535,11-07-2022,13:00:00,5.33897,23.71022,6.78291,15.59055,40,0
11538,11-07-2022,14:00:00,5.18976,28.33409,17.67959,21.09626,44,0
11541,11-07-2022,15:00:00,6.77191,28.53978,22.19444,29.50106,39,0
11544,11-07-2022,16:00:00,5.0944,31.14738,14.44331,22.68102,37,0
11547,11-07-2022,17:00:00,5.23016,39.79823,7.61492,19.97116,35,0
11550,11-07-2022,18:00:00,6.23457,21.45232,21.24834,49.82091,33,0
11553,11-07-2022,19:00:00,5.95436,30.9606,14.12714,21.49358,35,0
11556,11-07-2022,20:00:00,5.12028,16.45679,19.08388,36.75949,39,0
11559,11-07-2022,21:00:00,6.26383,36.20062,15.40987,42.86152,42,0
11562,11-07-2022,22:00:00,6.84345,32.79104,9.717,43.62898,38,0
11565,11-07-2022,23:00:00,6.36851,42.57805,24.00856,57.39661,36,0
11568,11-07-2022,00:00:00,4.7018,30.18324,9.2105,22.61787,35,0
11571,11-07-2022,01:00:00,6.6586,36.78717,10.15694,41.14648,33,0
11574,11-07-2022,02:00:00,5.45725,43.66272,23.74654,53.46814,36,0
11577,11-07-2022,03:00:00,4.78803,37.73015,8.12267,18.59748,41,0
11580,11-07-2022,04:00:00,6.31554,35.51525,20.97117,29.55246,40,0
11583,11-07-2022,05:00:00,5.3207,34.70567,23.47475,47.67131,39,0
11586,11-07-2022,06:00:00,6.49571,18.36801,17.08347,23.65229,39,0
11589,11-07-2022,07:00:00,7.4131,29.64312,12.27482,59.21796,38,0
11592,12-07-2022,08:00:00,7.11797,37.86522,6.17775,56.13115,36,0
11595,12-07-2022,09:00:00,5.65531,40.49761,18.29897,47.88515,32,0
11598,12-07-2022,10:00:00,4.67995,33.4444,10.75221,48.87046,36,0
11601,12-07-2022,11:00:00,6.48205,24.1618,4.38585,49.07335,40,0
11604,12-07-2022,12:00:00,5.62157,34.83985,13.79933,59.44015,37,0
11607,12-07-2022,13:00:00,5.18685,20.73354,8.22284,19.05605,35,0
11610,12-07-2022,14:00:00,7.11168,40.55044,6.84889,41.7556,33,0
11613,12-07-2022,15:00:00,5.46376,30.37514,3.92085,40.17181,33,0
11616,12-07-2022,16:00:00,6.31263,32.11064,7.38179,43.38901,37,0
11619,12-07-2022,17:00:00,5.45406,44.67697,12.5382,24.7454,40,0
11622,12-07-2022,18:00:00,6.57215,26.63237,9.8109,15.94416,41,0
11625,12-07-2022,19:00:00,6.03709,35.29176,4.38679,46.0217,39,0
11628,12-07-2022,20:00:00,6.29605,27.8202,22.01066,46.8283,36,0
11631,12-07-2022,21:00:00,6.11296,43.72881,7.21235,32.08791,34,0
11634,12-07-2022,22:00:00,4.64416,29.75965,17.54556,16.81264,33,0
11637,12-07-2022,23:00:00,5.92457,43.28218,8.77346,37.11877,35,0
11640,12-07-2022,00:00:00,4.61537,42.75605,14.22987,45.13109,40,0
11643,12-07-2022,01:00:00,6.17735,42.97304,20.98466,29.25207,40,0
11646,12-07-2022,02:00:00,6.88557,39.94425,23.33854,53.69109,40,0
11649,12-07-2022,03:00:00,6.54967,33.1102,11.51961,24.38331,37,0
11652,12-07-2022,04:00:00,5.8685,16.42994,21.66045,19.77727,35,0
11655,12-07-2022,05:00:00,5.81159,17.29469,15.97153,47.05517,33,0
11658,12-07-2022,06:00:00,4.82898,31.2925,23.69162,46.19345,33,0
11661,12-07-2022,07:00:00,6.62032,45.15264,8.24909,17.61328,36,0
11664,13-07-2022,08:00:00,6.98476,27.22662,18.09349,31.224,40,0
11667,13-07-2022,09:00:00,5.63796,30.81694,12.6645,43.48309,40,0
11670,13-07-2022,10:00:00,5.77514,25.77309,19.61319,26.92418,38,0
11673,13-07-2022,11:00:00,5.40895,38.537,20.34857,29.94318,35,0
11676,13-07-2022,12:00:00,7.28171,19.54714,17.16239,31.54124,34,0
11679,13-07-2022,13:00:00,5.86735,31.33059,3.53334,39.21973,31,0
11682,13-07-2022,14:00:00,5.83956,38.99727,25.15302,26.90383,34,0
11685,13-07-2022,15:00:00,6.81942,41.79558,9.61408,44.74779,38,0
11688,13-07-2022,16:00:00,7.21791,40.01345,6.05357,46.27479,38,0
11691,13-07-2022,17:00:00,6.30706,23.65026,20.47548,51.04649,37,0
11694,13-07-2022,18:00:00,5.84957,31.64071,24.29258,21.93921,37,0
11697,13-07-2022,19:00:00,6.62642,30.59721,19.93386,48.46518,35,0
11700,13-07-2022,20:00:00,7.12474,29.42825,22.04678,57.90917,30,0
11703,13-07-2022,21:00:00,6.71472,35.32961,4.79893,16.55977,30,0
11706,13-07-2022,22:00:00,6.64636,31.29159,25.36778,49.38359,34,0
11709,13-07-2022,23:00:00,6.56828,19.79559,20.83637,56.25401,34,0
11712,13-07-2022,00:00:00,6.91531,25.41169,23.2227,39.59932,32,0
11715,13-07-2022,01:00:00,5.24701,35.32249,15.45006,55.44014,31,0
11718,13-07-2022,02:00:00,5.86825,44.48716,6.41429,39.34892,31,0
11721,13-07-2022,03:00:00,5.97725,40.02443,5.82095,45.13477,32,0
11724,13-07-2022,04:00:00,4.80623,17.13166,19.77142,21.0257,37,0
11727,13-07-2022,05:00:00,6.67944,30.89881,5.89048,39.73656,36,0
11730,13-07-2022,06:00:00,7.47684,32.44133,3.90307,40.90627,32,0
11733,13-07-2022,07:00:00,7.24898,36.9564,10.76367,53.13845,29,0
11736,14-07-2022,08:00:00,7.43451,34.83895,7.13068,41.16102,28,0
11739,14-07-2022,09:00:00,7.23582,32.39772,17.86052,18.21448,27,0
11742,14-07-2022,10:00:00,5.34554,35.72336,7.74293,33.60413,27,0
11745,14-07-2022,11:00:00,5.20107,34.78272,7.10775,45.24547,31,0
11748,14-07-2022,12:00:00,7.07389,45.09998,17.34209,47.63914,35,0
11751,14-07-2022,13:00:00,6.34558,14.50333,3.95745,22.31373,35,0
11754,14-07-2022,14:00:00,6.26627,20.39817,22.61918,55.22419,29,0
11757,14-07-2022,15:00:00,6.39172,20.53799,4.4453,39.48647,30,0
11760,14-07-2022,16:00:00,6.58527,42.6575,22.01667,22.48436,28,0
11763,14-07-2022,17:00:00,5.32025,36.88684,10.18527,56.21828,27,0
11766,14-07-2022,18:00:00,7.41989,28.97887,21.41914,23.18004,29,0
11769,14-07-2022,19:00:00,4.54583,39.72956,22.14249,28.89897,32,0
11772,14-07-2022,20:00:00,6.38027,28.41738,5.40147,52.10304,33,0
11775,14-07-2022,21:00:00,6.84465,21.26523,16.06992,54.28921,34,0
11778,14-07-2022,22:00:00,7.48375,26.18099,18.96785,28.85932,32,0
11781,14-07-2022,23:00:00,6.35392,31.17983,4.2494,49.63639,30,0
11784,14-07-2022,00:00:00,5.33144,15.64529,22.25187,20.39692,29,0
11787,14-07-2022,01:00:00,7.20776,30.13627,8.99,24.10197,28,0
11790,14-07-2022,02:00:00,5.43882,24.51461,13.77201,37.66574,31,0
11793,14-07-2022,03:00:00,5.07163,14.63781,7.09384,53.77697,34,0
11796,14-07-2022,04:00:00,6.90702,33.79424,9.59805,59.86347,35,0
11799,14-07-2022,05:00:00,5.99539,41.56589,13.32291,17.19786,33,0
11802,14-07-2022,06:00:00,4.82077,26.47197,8.78753,58.03087,30,0
11805,14-07-2022,07:00:00,5.03642,40.30316,20.78145,49.40459,29,0
11808,15-07-2022,08:00:00,5.05814,24.54028,17.47325,22.55609,29,0
11811,15-07-2022,09:00:00,5.16467,42.63422,23.0385,40.46196,33,0
11814,15-07-2022,10:00:00,5.21315,35.29817,6.32579,45.08263,35,0
11817,15-07-2022,11:00:00,7.40717,22.85824,15.93491,16.68078,35,0
11820,15-07-2022,12:00:00,6.57909,44.51114,17.68471,30.19679,33,0
11823,15-07-2022,13:00:00,4.69684,21.37105,20.7649,45.1615,31,0
11826,15-07-2022,14:00:00,4.88857,34.65327,18.69405,53.21273,29,0
11829,15-07-2022,15:00:00,7.34988,27.08769,23.84193,19.08446,30,0
11832,15-07-2022,16:00:00,5.50548,20.31393,14.64594,55.11234,34,0
11835,15-07-2022,17:00:00,7.18901,20.68593,15.85226,32.63389,37,0
11838,15-07-2022,18:00:00,5.92001,41.30312,13.36232,27.16815,37,0
11841,15-07-2022,19:00:00,5.05847,29.27367,10.82257,40.73397,34,0
11844,15-07-2022,20:00:00,4.57467,29.23992,9.25177,29.49782,30,0
11847,15-07-2022,21:00:00,5.49141,43.03998,15.22082,28.36854,29,0
11850,15-07-2022,22:00:00,5.98756,18.58859,13.48117,33.81474,35,0
11853,15-07-2022,23:00:00,5.16863,17.64831,7.46632,50.30679,37,0
11856,15-07-2022,00:00:00,7.21121,17.19101,22.16633,58.97858,36,0
11859,15-07-2022,01:00:00,5.87958,28.26103,9.96934,27.41921,32,0
11862,15-07-2022,02:00:00,5.41503,24.74715,11.28605,53.59913,30,0
11865,15-07-2022,03:00:00,4.55852,23.49452,7.63913,41.5363,30,0
11868,15-07-2022,04:00:00,4.89527,24.25547,19.84585,18.11521,31,0
11871,15-07-2022,05:00:00,7.47142,34.66952,20.43941,21.88113,34,0
11874,15-07-2022,06:00:00,6.08223,21.44553,23.22477,41.48037,36,0
11877,15-07-2022,07:00:00,7.40196,17.23917,23.15152,34.88479,33,0
11880,16-07-2022,08:00:00,5.81656,30.0818,23.07217,33.96101,31,0
11883,16-07-2022,09:00:00,7.14677,30.378,21.80584,50.43414,29,0
11886,16-07-2022,10:00:00,5.21457,16.60893,22.14842,58.15699,27,0
11889,16-07-2022,11:00:00,6.5132,23.54558,16.32393,44.96932,32,0
11892,16-07-2022,12:00:00,4.74676,15.32711,23.098,54.1833,34,0
11895,16-07-2022,13:00:00,5.81836,24.17175,17.3959,19.21223,35,0
11898,16-07-2022,14:00:00,4.87087,19.07994,6.70198,59.88176,34,0
11901,16-07-2022,15:00:00,5.89328,16.05047,7.81904,59.98463,32,0
11904,16-07-2022,16:00:00,4.6843,29.70174,20.3788,34.67789,30,0
11907,16-07-2022,17:00:00,5.56439,34.53491,17.34039,60.14107,29,0
11910,16-07-2022,18:00:00,5.72071,17.02436,6.37307,58.85875,32,0
11913,16-07-2022,19:00:00,5.67167,33.41523,13.2739,22.09025,36,0
11916,16-07-2022,20:00:00,4.90318,21.94999,20.54764,49.32029,35,0
11919,16-07-2022,21:00:00,5.8055,42.38183,25.06113,23.39339,33,0
11922,16-07-2022,22:00:00,6.7067,40.5911,25.2878,54.2996,31,0
11925,16-07-2022,23:00:00,5.85516,20.92119,11.2127,57.66826,29,0
11928,16-07-2022,00:00:00,5.05042,40.72114,15.56305,36.14902,31,0
11931,16-07-2022,01:00:00,5.81071,27.30622,22.72466,17.68484,35,0
11934,16-07-2022,02:00:00,5.14693,16.68636,25.04008,19.33455,34,0
11937,16-07-2022,03:00:00,6.21732,31.01002,3.50527,30.64076,32,0
11940,16-07-2022,04:00:00,5.37394,36.9595,19.66324,39.5525,31,0
11943,16-07-2022,05:00:00,5.41448,19.82395,3.55188,19.31337,30,0
11946,16-07-2022,06:00:00,6.94163,27.41328,23.59947,56.59845,28,0
11949,16-07-2022,07:00:00,6.58393,43.028,24.88143,44.07472,28,0
11952,17-07-2022,08:00:00,5.65771,36.31057,5.05008,56.89371,33,0
11955,17-07-2022,09:00:00,6.12488,29.39879,22.43005,50.71469,35,0
11958,17-07-2022,10:00:00,5.04808,34.95997,22.51257,16.1289,30,0
11961,17-07-2022,11:00:00,6.30444,32.54344,5.43905,58.90588,29,0
11964,17-07-2022,12:00:00,6.44497,43.94545,7.17026,51.15547,28,0
11967,17-07-2022,13:00:00,6.64465,34.01142,20.99972,34.42441,28,0
11970,17-07-2022,14:00:00,6.59448,39.361,22.90131,38.00126,31,0
11973,17-07-2022,15:00:00,5.9689,18.08148,9.55358,44.52078,34,0
11976,17-07-2022,16:00:00,6.59744,43.91419,12.47948,44.58027,34,0
11979,17-07-2022,17:00:00,7.32026,36.26866,7.13376,43.44727,30,0
11982,17-07-2022,18:00:00,5.01672,44.08095,9.46302,34.7635,29,0
11985,17-07-2022,19:00:00,5.33307,34.3306,6.88921,47.2647,28,0
11988,17-07-2022,20:00:00,4.87152,27.67838,24.48454,56.14751,30,0
11991,17-07-2022,21:00:00,6.15273,37.49747,17.63066,19.03593,33,0
11994,17-07-2022,22:00:00,6.04401,31.93914,15.17972,29.26099,33,0
11997,17-07-2022,23:00:00,5.59526,23.65875,12.81556,48.88394,28,0
12000,17-07-2022,00:00:00,6.30456,15.32435,17.30377,47.93322,28,0
12003,17-07-2022,01:00:00,5.60509,43.22325,9.6611,23.64358,27,0
12006,17-07-2022,02:00:00,5.14431,43.22247,8.56077,52.16852,29,0
12009,17-07-2022,03:00:00,7.47149,33.55882,18.33854,23.73135,33,0
12012,17-07-2022,04:00:00,6.16413,37.36674,21.49894,25.53117,34,0
12015,17-07-2022,05:00:00,4.55919,27.91138,4.11533,50.31384,30,0
12018,17-07-2022,06:00:00,7.32526,35.96204,10.88154,32.78394,28,0
12021,17-07-2022,07:00:00,6.80186,23.823,9.31,16.63284,27,0
12024,18-07-2022,08:00:00,6.31435,22.87367,25.43047,55.10112,26,0
12027,18-07-2022,09:00:00,4.63734,45.00287,17.04074,37.8092,28,0
12030,18-07-2022,10:00:00,5.87368,27.78172,10.99851,22.65774,30,0
12033,18-07-2022,11:00:00,6.52241,28.2964,25.31949,55.75051,30,0
12036,18-07-2022,12:00:00,5.5515,43.8702,11.38866,55.24507,29,0
12039,18-07-2022,13:00:00,5.94254,23.20541,25.36355,30.17312,27,0
12042,18-07-2022,14:00:00,5.12005,28.37596,15.33233,56.31522,27,0
12045,18-07-2022,15:00:00,5.08307,30.01309,5.80529,49.65276,26,0
12048,18-07-2022,16:00:00,5.75147,44.85193,3.87055,27.85655,26,0
12051,18-07-2022,17:00:00,4.72211,34.85261,13.5647,24.16605,27,0
12054,18-07-2022,18:00:00,4.62573,28.07013,23.48907,33.63863,28,0
12057,18-07-2022,19:00:00,6.685,34.67563,12.58642,50.88408,29,0
12060,18-07-2022,20:00:00,6.01597,30.35308,14.5682,45.49843,27,0
12063,18-07-2022,21:00:00,4.71717,19.0081,22.99186,52.9177,27,0
12066,18-07-2022,22:00:00,5.30319,16.90792,25.48854,33.52464,26,0
12069,18-07-2022,23:00:00,5.05096,19.98397,12.46631,29.3188,25,0
12072,18-07-2022,00:00:00,6.98636,37.39375,12.33397,44.09977,27,0
12075,18-07-2022,01:00:00,5.09128,30.48678,17.64171,24.06167,28,0
12078,18-07-2022,02:00:00,7.18918,25.64072,21.87705,55.109,28,0
12081,18-07-2022,03:00:00,6.73114,42.61125,20.63303,39.69323,27,0
12084,18-07-2022,04:00:00,6.22369,40.88985,11.02735,54.76164,26,0
12087,18-07-2022,05:00:00,5.47266,23.2347,18.12107,42.32927,25,0
12090,18-07-2022,06:00:00,6.66043,16.82946,15.80348,24.21557,25,0
12093,18-07-2022,07:00:00,5.8342,23.86837,25.45384,20.83365,25,0
12096,19-07-2022,08:00:00,6.5959,14.8076,24.17068,48.77392,28,0
12099,19-07-2022,09:00:00,4.88669,24.5083,17.70566,49.68483,28,0
12102,19-07-2022,10:00:00,7.41346,24.84555,23.47159,19.83826,28,0
12105,19-07-2022,11:00:00,6.38622,23.5333,16.33748,35.28813,26,0
12108,19-07-2022,12:00:00,4.68128,22.39309,7.60159,49.80207,25,0
12111,19-07-2022,13:00:00,5.56644,40.65408,22.57136,58.86965,25,0
12114,19-07-2022,14:00:00,6.43156,26.38907,24.42629,28.67895,26,0
12117,19-07-2022,15:00:00,4.80454,19.73904,21.69483,27.43367,27,0
12120,19-07-2022,16:00:00,5.34125,27.14126,16.35862,33.84793,26,0
12123,19-07-2022,17:00:00,6.13388,17.94425,4.34384,35.78395,28,0
12126,19-07-2022,18:00:00,4.61418,33.45197,4.60643,45.59899,26,0
12129,19-07-2022,19:00:00,5.68355,36.80034,18.75413,16.54897,25,0
12132,19-07-2022,20:00:00,5.31704,24.93032,25.21793,21.48741,25,0
12135,19-07-2022,21:00:00,4.90608,42.05615,13.51881,19.86301,25,0
12138,19-07-2022,22:00:00,5.35059,34.89255,9.32164,22.121,25,0
